item_index,word,selected_option
751,голос,"114644-N; ГОЛОС, ПРАВО ГОЛОСА; "
752,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
753,день,"114433-N; КАЛЕНДАРНАЯ ДАТА; обозначение времени с указанием дня, месяца и года"
754,день,"114433-N; КАЛЕНДАРНАЯ ДАТА; обозначение времени с указанием дня, месяца и года"
755,выборы,"287-N; ВЫБОРЫ; процедура избрания представителей государственной власти, органов местного самоуправления, а также руководящих органов общественных организаций, осуществляемая с помощью голосования"
756,право,"107696-N; ПРАВО (ВОЗМОЖНОСТЬ); обусловленная законом возможность делать, совершать что-либо, пользоваться чем-либо"
757,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
758,суд,661-N; СУД; 
759,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
760,счёт,Нет верного варианта
761,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
762,источник,"106488-N; ИСХОДНЫЙ ПУНКТ; первая, исходная точка чего-либо"
763,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
764,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
765,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
766,граница,"673-N; ТЕРРИТОРИАЛЬНАЯ ГРАНИЦА; граница, предел чего-либо"
767,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
768,голос,"114644-N; ГОЛОС, ПРАВО ГОЛОСА; "
769,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
770,день,"106734-N; СУТКИ; время, за которое Земля или другая планета совершает один оборот вокруг своей оси."
771,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
772,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
773,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
774,день,"114433-N; КАЛЕНДАРНАЯ ДАТА; обозначение времени с указанием дня, месяца и года"
775,месяц,106732-N; КАЛЕНДАРНЫЙ МЕСЯЦ; период времени — двенадцатая часть года
776,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
777,голос,"114644-N; ГОЛОС, ПРАВО ГОЛОСА; "
778,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
779,власть,143969-N; ПУБЛИЧНАЯ ВЛАСТЬ; права и полномочия органов государственного управления
780,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
781,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
782,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
783,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
784,власть,143969-N; ПУБЛИЧНАЯ ВЛАСТЬ; права и полномочия органов государственного управления
785,акт,"411-N; НОРМАТИВНЫЙ АКТ; служебный документ официально-делового стиля, составленный несколькими лицами и подтверждающий установленные факты и события"
786,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
787,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
788,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
789,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
790,согласие,"107139-N; СОГЛАСИЕ, УТВЕРДИТЕЛЬНЫЙ ОТВЕТ; подтверждение или разрешение в ответ на просьбу, приказ или вопрос"
791,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
792,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
793,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
794,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
795,направление,"106589-N; НАПРАВЛЕНИЕ ДЕЯТЕЛЬНОСТИ; направление, путь, ход развития чего-либо"
796,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
797,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
798,безопасность,3856-N; БЕЗОПАСНОСТЬ; 
799,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
800,программа,"10175-N; ПЛАН ДЕЯТЕЛЬНОСТИ; план действия, работы"
801,общество,"138577-N; ОБЩЕСТВО, СОЦИУМ; коллектив, множество людей, характеризующийся общностью социальной, экономической и культурной жизни"
802,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
803,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
804,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
805,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
806,территория,"107135-N; ТЕРРИТОРИЯ, УЧАСТОК; "
807,власть,143969-N; ПУБЛИЧНАЯ ВЛАСТЬ; права и полномочия органов государственного управления
808,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
809,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
810,основа,120291-N; ОСНОВЫ (ОСНОВНЫЕ ПОЛОЖЕНИЯ); 
811,территория,"107135-N; ТЕРРИТОРИЯ, УЧАСТОК; "
812,суд,661-N; СУД; 
813,суд,661-N; СУД; 
814,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
815,власть,143969-N; ПУБЛИЧНАЯ ВЛАСТЬ; права и полномочия органов государственного управления
816,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
817,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
818,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
819,суд,661-N; СУД; 
820,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
821,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
822,преступление,"637-N; ПРЕСТУПЛЕНИЕ; нарушение, обход каких-то правил, норм или законов"
823,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
824,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
825,профессия,"1614-N; ПРОФЕССИЯ; род трудовой деятельности, занятий, требующий определённой подготовки и являющийся обычно источником существования"
826,работа,"135041-N; РАБОТЫ (ТРУДОВАЯ ДЕЯТЕЛЬНОСТЬ); служба, занятие, дело, как источник заработка"
827,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
828,суд,661-N; СУД; 
829,профессия,"1614-N; ПРОФЕССИЯ; род трудовой деятельности, занятий, требующий определённой подготовки и являющийся обычно источником существования"
830,работа,"135041-N; РАБОТЫ (ТРУДОВАЯ ДЕЯТЕЛЬНОСТЬ); служба, занятие, дело, как источник заработка"
831,работа,"135041-N; РАБОТЫ (ТРУДОВАЯ ДЕЯТЕЛЬНОСТЬ); служба, занятие, дело, как источник заработка"
832,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
833,суд,661-N; СУД; 
834,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
835,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
836,согласие,"107139-N; СОГЛАСИЕ, УТВЕРДИТЕЛЬНЫЙ ОТВЕТ; подтверждение или разрешение в ответ на просьбу, приказ или вопрос"
837,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
838,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
839,профессия,"1614-N; ПРОФЕССИЯ; род трудовой деятельности, занятий, требующий определённой подготовки и являющийся обычно источником существования"
840,работа,"135041-N; РАБОТЫ (ТРУДОВАЯ ДЕЯТЕЛЬНОСТЬ); служба, занятие, дело, как источник заработка"
841,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
842,суд,661-N; СУД; 
843,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
844,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
845,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
846,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
847,суд,661-N; СУД; 
848,суд,661-N; СУД; 
849,суд,661-N; СУД; 
850,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
851,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
852,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
853,суд,661-N; СУД; 
854,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
855,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
856,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
857,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
858,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
859,голос,"114644-N; ГОЛОС, ПРАВО ГОЛОСА; "
860,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
861,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
862,связь,Нет верного варианта
863,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
864,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
865,основание,"106475-N; ОСНОВАНИЕ, ПРЕДЛОГ, МОТИВ; повод к чему-либо, обстоятельство, используемое для обоснования какого-либо действия"
866,день,"114433-N; КАЛЕНДАРНАЯ ДАТА; обозначение времени с указанием дня, месяца и года"
867,работа,"135041-N; РАБОТЫ (ТРУДОВАЯ ДЕЯТЕЛЬНОСТЬ); служба, занятие, дело, как источник заработка"
868,работа,"135041-N; РАБОТЫ (ТРУДОВАЯ ДЕЯТЕЛЬНОСТЬ); служба, занятие, дело, как источник заработка"
869,государство,445-N; ГОСУДАРСТВО; 
870,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
871,согласие,"107139-N; СОГЛАСИЕ, УТВЕРДИТЕЛЬНЫЙ ОТВЕТ; подтверждение или разрешение в ответ на просьбу, приказ или вопрос"
872,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
873,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
874,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
875,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
876,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
877,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
878,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
879,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
880,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
881,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
882,представитель,"106891-N; ПРЕДСТАВИТЕЛЬ ИНТЕРЕСОВ; те, кто представляет чьи-либо интересы"
883,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
884,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
885,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
886,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
887,суд,661-N; СУД; 
888,суд,661-N; СУД; 
889,человек,2149-N; ЧЕЛОВЕК; 
890,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
891,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
892,защита,"140492-N; ЗАЩИТА ОТ ВОЗДЕЙСТВИЯ; ограждение от внешней угрозы, нападений и других нежелательных воздействий"
893,суд,661-N; СУД; 
894,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
895,суд,661-N; СУД; 
896,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
897,ветвь,Нет верного варианта
898,спор,115415-N; СУДЕБНЫЙ СПОР; 
899,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
900,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
901,суд,661-N; СУД; 
902,суд,661-N; СУД; 
903,территория,"107135-N; ТЕРРИТОРИЯ, УЧАСТОК; "
904,суд,661-N; СУД; 
905,суд,661-N; СУД; 
906,акт,"411-N; НОРМАТИВНЫЙ АКТ; служебный документ официально-делового стиля, составленный несколькими лицами и подтверждающий установленные факты и события"
907,территория,"107135-N; ТЕРРИТОРИЯ, УЧАСТОК; "
908,суд,661-N; СУД; 
909,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
910,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
911,суд,661-N; СУД; 
912,суд,661-N; СУД; 
913,суд,661-N; СУД; 
914,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
915,суд,661-N; СУД; 
916,суд,661-N; СУД; 
917,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
918,суд,661-N; СУД; 
919,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
920,обращение,Нет верного варианта
921,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
922,суд,661-N; СУД; 
923,суд,661-N; СУД; 
924,суд,661-N; СУД; 
925,суд,661-N; СУД; 
926,суд,661-N; СУД; 
927,государство,445-N; ГОСУДАРСТВО; 
928,условие,"106446-N; ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ; совокупность условий и обстоятельств, создающих те или иные отношения; обстановка, положение"
929,счёт,Нет верного варианта
930,возможность,"107695-N; ВОЗМОЖНОСТЬ ДЛЯ ОСУЩЕСТВЛЕНИЯ; условие или обстоятельство, позволяющее сделать, осуществить что-либо."
931,власть,143970-N; ОРГАН ВЛАСТИ; органы государственного и местного управления
932,суд,661-N; СУД; 
933,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
934,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
935,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
936,суд,Спорный случай
937,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
938,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
939,суд,"2458-N; СУДЕБНОЕ РАЗБИРАТЕЛЬСТВО; процесс разбирательства судебных дел судом или лицом, имеющим право судить"
940,основа,Нет верного варианта
941,суд,661-N; СУД; 
942,суд,661-N; СУД; 
943,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
944,территория,"107135-N; ТЕРРИТОРИЯ, УЧАСТОК; "
945,суд,661-N; СУД; 
946,суд,661-N; СУД; 
947,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
948,суд,661-N; СУД; 
949,вопрос,"106780-N; ВОПРОС, ПРОБЛЕМА; "
950,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
951,совет,137657-N; СОВЕТ (ОРГАН); официальный коллегиальный орган
952,право,"107696-N; ПРАВО (ВОЗМОЖНОСТЬ); обусловленная законом возможность делать, совершать что-либо, пользоваться чем-либо"
953,защита,"140492-N; ЗАЩИТА ОТ ВОЗДЕЙСТВИЯ; ограждение от внешней угрозы, нападений и других нежелательных воздействий"
954,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
955,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
956,средство,Нет верного варианта
957,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
958,банк,"1278-N; БАНК (ФИНАНСОВОЕ УЧРЕЖДЕНИЕ); кредитно-финансовое учреждение, сосредоточивающее денежные средства и накопления, предоставляющее кредиты, осуществляющее денежные расчеты между предприятиями или частными лицами, выпуск денег в обращение, операции с ценными бумагами"
959,банк,"1278-N; БАНК (ФИНАНСОВОЕ УЧРЕЖДЕНИЕ); кредитно-финансовое учреждение, сосредоточивающее денежные средства и накопления, предоставляющее кредиты, осуществляющее денежные расчеты между предприятиями или частными лицами, выпуск денег в обращение, операции с ценными бумагами"
960,средство,Нет верного варианта
961,человек,2149-N; ЧЕЛОВЕК; 
962,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
963,свобода,116635-N; СВОБОДА (ОТСУТСТВИЕ ОГРАНИЧЕНИЙ); возможность или право субъекта действовать без ограничений
964,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
965,значение,"106789-N; ВАЖНОСТЬ (ЗНАЧЕНИЕ); важность, роль чего-либо"
966,возможность,"107695-N; ВОЗМОЖНОСТЬ ДЛЯ ОСУЩЕСТВЛЕНИЯ; условие или обстоятельство, позволяющее сделать, осуществить что-либо."
967,территория,"107135-N; ТЕРРИТОРИЯ, УЧАСТОК; "
968,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
969,государство,445-N; ГОСУДАРСТВО; 
970,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
971,возможность,"107695-N; ВОЗМОЖНОСТЬ ДЛЯ ОСУЩЕСТВЛЕНИЯ; условие или обстоятельство, позволяющее сделать, осуществить что-либо."
972,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
973,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
974,население,"369-N; НАСЕЛЕНИЕ; совокупность жителей какой-либо области, местности и т. п."
975,защита,"140492-N; ЗАЩИТА ОТ ВОЗДЕЙСТВИЯ; ограждение от внешней угрозы, нападений и других нежелательных воздействий"
976,программа,"10175-N; ПЛАН ДЕЯТЕЛЬНОСТИ; план действия, работы"
977,значение,"106788-N; ЗНАЧЕНИЕ, ЗНАЧИМОСТЬ; "
978,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
979,средство,"106552-N; СПОСОБ, СРЕДСТВО; способ или инструмент для выполнения какой-либо работы или достижения какой-либо цели"
980,основание,Нет верного варианта
981,государство,445-N; ГОСУДАРСТВО; 
982,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
983,работа,"840-N; ТРУД; действие по глаг. работать; то, чем кто-нибудь занят, занятие"
984,защита,"140492-N; ЗАЩИТА ОТ ВОЗДЕЙСТВИЯ; ограждение от внешней угрозы, нападений и других нежелательных воздействий"
985,гражданин,"1310-N; ГРАЖДАНИН; лицо мужского рода, принадлежащее к населению какого-либо государства, пользующееся всеми правами и исполняющее все обязанности, установленные законами государства"
986,суд,661-N; СУД; 
987,суд,661-N; СУД; 
988,дело,"2225-N; СУДЕБНОЕ ДЕЛО; административно-судебное разбирательство по поводу какого-нибудь события, факта; судебный процесс"
989,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
990,закон,"398-N; ЗАКОН; юридический акт, принятый высшим представительным органом государственной власти либо непосредственным волеизъявлением населения (в порядке референдума) и регулирующий, как правило, наиболее важные общественные отношения"
991,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
992,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
993,президент,8066-N; ПРЕЗИДЕНТ ГОСУДАРСТВА; 
994,число,"106515-N; КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО; протяжённость, объём, размер чего-либо; то, что можно измерить, исчислить"
